Unnamed: 0,book_title,review_content,rating,label,clean_review,tokens,tokens_str
18000,하늘이 낸 세상 구원의 공식 (반양장),타인에 의지하지 말고 자신을 등불삼아 끝없이 정진[精進] 하심이...어느 분 말씀처럼,2,0,타인에 의지하지 말고 자신을 등불삼아 끝없이 정진  하심이 어느 분 말씀처럼,"['타인', '에', '의지', '하지', '말고', '자신', '을', '등불', '삼아', '끝없이', '정진', '하', '심', '이', '어느', '분', '말씀', '처럼']",타인 에 의지 하지 말고 자신 을 등불 삼아 끝없이 정진 하 심 이 어느 분 말씀 처럼
18001,우아한 거짓말 (어나더커버),"스포라고 느낄 수 있습니다 ‘천지‘라는 중1이 ‘화연‘이라는 3년 알고 지낸 친구의 은근한 공격에 결국 자살을 하는 것으로 시작된다. 죽기 전에 5개의 실타래에 쌓인 쪽지를 주변인물들에게 주는데, 작가가 중요한 소재라고 여긴 것 같다.입은 좀 거칠지만 딸들을 사랑하는 엄마와 천지 언니인 중3 만지.만지 친구 미란과 미란의 동생이자 천지와 동급생인 미라, 그리고 어른 양아치인 아빠 곽만호.중국집 종신각 딸 화연.오대오 가르마의 장발 아저씨 추상박.등장인물들은 대강 이렇다.은따에 관한 이야기이다.그리고 그 주변인물들에 관한 이야기이다...+ 더보기",1,0,스포라고 느낄 수 있습니다  천지 라는 중 이  화연 이라는  년 알고 지낸 친구의 은근한 공격에 결국 자살을 하는 것으로 시작된다  죽기 전에  개의 실타래에 쌓인 쪽지를 주변인물들에게 주는데  작가가 중요한 소재라고 여긴 것 같다 입은 좀 거칠지만 딸들을 사랑하는 엄마와 천지 언니인 중  만지 만지 친구 미란과 미란의 동생이자 천지와 동급생인 미라  그리고 어른 양아치인 아빠 곽만호 중국집 종신각 딸 화연 오대오 가르마의 장발 아저씨 추상박 등장인물들은 대강 이렇다 은따에 관한 이야기이다 그리고 그 주변인물들에 관한 이야기이다  더보기,"['스포', '라고', '느낄', '수', '있습니다', '천지', '라는', '중', '이', '화연', '이라는', '년', '알', '고', '지낸', '친구', '의', '은근', '한', '공격', '에', '결국', '자살', '을', '하는', '것', '으로', '시작', '된다', '죽기', '전', '에', '개', '의', '실', '타래', '에', '쌓인', '쪽지', '를', '주변인', '물들에게', '주는데', '작가', '가', '중요한', '소재', '라고', '여긴', '것', '같다', '입은', '좀', '거칠지만', '딸', '들', '을', '사랑', '하는', '엄마', '와', '천지', '언니', '인', '중', '만지', '만지', '친구', '미란', '과', '미란', '의', '동생', '이자', '천지', '와', '동급생', '인', '미라', '그리고', '어른', '양', '아치', '인', '아빠', '곽', '만호', '중국집', '종신', '각', '딸', '화연', '오', '대오', '가르마', '의', '장발', '아저씨', '추상', '박', '등장인물', '들', '은', '대강', '이렇다', '은', '따에', '관', '한', '이야기', '이다', '그리고', '그', '주변인', '물들에', '관', '한', '이야기', '이다', '더', '보기']",스포 라고 느낄 수 있습니다 천지 라는 중 이 화연 이라는 년 알 고 지낸 친구 의 은근 한 공격 에 결국 자살 을 하는 것 으로 시작 된다 죽기 전 에 개 의 실 타래 에 쌓인 쪽지 를 주변인 물들에게 주는데 작가 가 중요한 소재 라고 여긴 것 같다 입은 좀 거칠지만 딸 들 을 사랑 하는 엄마 와 천지 언니 인 중 만지 만지 친구 미란 과 미란 의 동생 이자 천지 와 동급생 인 미라 그리고 어른 양 아치 인 아빠 곽 만호 중국집 종신 각 딸 화연 오 대오 가르마 의 장발 아저씨 추상 박 등장인물 들 은 대강 이렇다 은 따에 관 한 이야기 이다 그리고 그 주변인 물들에 관 한 이야기 이다 더 보기
18002,단박에 중국사,입문자용은 아님. 중국사를 이미 어느 정도 꿰고 있어야 겉표지에서 딱 광고하 듯 ˝유용하고 쉽게 맥을 잡는 책˝으로 느껴질 책임,2,0,입문자용은 아님  중국사를 이미 어느 정도 꿰고 있어야 겉표지에서 딱 광고하 듯  유용하고 쉽게 맥을 잡는 책 으로 느껴질 책임,"['입문', '자', '용은', '아님', '중국사', '를', '이미', '어느', '정도', '꿰', '고', '있어야', '겉', '표지', '에서', '딱', '광고', '하', '듯', '유용하고', '쉽게', '맥', '을', '잡는', '책', '으로', '느껴질', '책임']",입문 자 용은 아님 중국사 를 이미 어느 정도 꿰 고 있어야 겉 표지 에서 딱 광고 하 듯 유용하고 쉽게 맥 을 잡는 책 으로 느껴질 책임
18003,인간실격 무삭제판 1,무삭제판이 나와서 짜증이 나네. 그냥 안나왔으면 마음이라도 편했을텐데,1,0,무삭제판이 나와서 짜증이 나네  그냥 안나왔으면 마음이라도 편했을텐데,"['무', '삭제', '판이', '나와서', '짜증', '이', '나네', '그냥', '안', '나왔으면', '마음', '이라도', '편했을텐데']",무 삭제 판이 나와서 짜증 이 나네 그냥 안 나왔으면 마음 이라도 편했을텐데
18004,폴 크루그먼의 경제학의 향연,"옛날에 경제학파들 싸웠던 이야기 지루하고 장황하게 말해놓음. 이 책이 94년도에 나왔음. 저자가 ˝(아마존, 구글 같은) 글로벌 기술 독점 기업은 절대 없다˝고 했지만 본인도 틀림. 학파들 간결하게 정리한것도 아님. 장하준 ‘경제학 강의‘가 비슷한 내용 다루면서 훨씬 잘 썼음.",1,0,옛날에 경제학파들 싸웠던 이야기 지루하고 장황하게 말해놓음  이 책이  년도에 나왔음  저자가  아마존  구글 같은  글로벌 기술 독점 기업은 절대 없다 고 했지만 본인도 틀림  학파들 간결하게 정리한것도 아님  장하준  경제학 강의 가 비슷한 내용 다루면서 훨씬 잘 썼음 ,"['옛날', '에', '경제학파', '들', '싸웠던', '이야기', '지루하고', '장황하게', '말', '해놓음', '이', '책', '이', '년도', '에', '나왔음', '저자', '가', '아마존', '구글', '같은', '글로벌', '기술', '독점', '기업', '은', '절대', '없다', '고', '했지만', '본인', '도', '틀림', '학파', '들', '간결하게', '정리', '한', '것', '도', '아님', '장하준', '경제학', '강의', '가', '비슷한', '내용', '다루면서', '훨씬', '잘', '썼음']",옛날 에 경제학파 들 싸웠던 이야기 지루하고 장황하게 말 해놓음 이 책 이 년도 에 나왔음 저자 가 아마존 구글 같은 글로벌 기술 독점 기업 은 절대 없다 고 했지만 본인 도 틀림 학파 들 간결하게 정리 한 것 도 아님 장하준 경제학 강의 가 비슷한 내용 다루면서 훨씬 잘 썼음
18005,나무,베르나르베르베르베르베르나르베르의 자기복제는 언제쯤 끝날까,2,0,베르나르베르베르베르베르나르베르의 자기복제는 언제쯤 끝날까,"['베르나르베르베르', '베르베르', '나르', '베르', '의', '자기', '복제', '는', '언제', '쯤', '끝날까']",베르나르베르베르 베르베르 나르 베르 의 자기 복제 는 언제 쯤 끝날까
18006,사이토 다카시의 훔치는 글쓰기,글쓰기 책을 한번도 읽어 보지 않은 사람을 위한 내용이다. 그런데 이 책이 굳이 첫번째가 되어야 할까?,2,0,글쓰기 책을 한번도 읽어 보지 않은 사람을 위한 내용이다  그런데 이 책이 굳이 첫번째가 되어야 할까 ,"['글쓰기', '책', '을', '한번', '도', '읽어', '보지', '않은', '사람', '을', '위', '한', '내용', '이다', '그런데', '이', '책', '이', '굳이', '첫', '번째', '가', '되어야', '할까']",글쓰기 책 을 한번 도 읽어 보지 않은 사람 을 위 한 내용 이다 그런데 이 책 이 굳이 첫 번째 가 되어야 할까
18007,짱깨주의의 탄생,현재 한국인 90%이상이 중국과 중국인을 혐오하는 것으로 알고 있는데 그게 다 한국인들이 바보고 어리석단 이야기인가 그정도로 한국인이 바보는 아니지 중국인이 이제 힘 좀 생겼다고 원인 제공한걸 전세계가 다 아는데 말장난으로 호도하지마라 저자야 한국인들이 그렇게 바보가 아니여,1,0,현재 한국인  이상이 중국과 중국인을 혐오하는 것으로 알고 있는데 그게 다 한국인들이 바보고 어리석단 이야기인가 그정도로 한국인이 바보는 아니지 중국인이 이제 힘 좀 생겼다고 원인 제공한걸 전세계가 다 아는데 말장난으로 호도하지마라 저자야 한국인들이 그렇게 바보가 아니여,"['현재', '한국인', '이상', '이', '중국', '과', '중국인', '을', '혐오', '하는', '것', '으로', '알', '고', '있는데', '그게', '다', '한국인', '들', '이', '바보', '고', '어리석단', '이야기', '인가', '그', '정도', '로', '한국인', '이', '바보', '는', '아니지', '중국인', '이', '이제', '힘', '좀', '생겼다고', '원인', '제공', '한', '걸', '전세계', '가', '다', '아는데', '말장난', '으로', '호도', '하지마라', '저자', '야', '한국인', '들', '이', '그렇게', '바보', '가', '아니여']",현재 한국인 이상 이 중국 과 중국인 을 혐오 하는 것 으로 알 고 있는데 그게 다 한국인 들 이 바보 고 어리석단 이야기 인가 그 정도 로 한국인 이 바보 는 아니지 중국인 이 이제 힘 좀 생겼다고 원인 제공 한 걸 전세계 가 다 아는데 말장난 으로 호도 하지마라 저자 야 한국인 들 이 그렇게 바보 가 아니여
18008,성,"프란츠 카프카의 마지막 작품 성을 읽었다...아니, 읽었다라기보다는 훑었다라는 표현이 더 적절하리라.이 책은 우선 압도적인 분량에 주눅이 들게 마련이며, 당최 읽고 읽어도 쉽사리 파악이 되지 않는 이야기의 플롯으로 인해 머리속이 멍해지고 만다.주인공&nbsp...+ 더보기",1,0,프란츠 카프카의 마지막 작품 성을 읽었다 아니  읽었다라기보다는 훑었다라는 표현이 더 적절하리라 이 책은 우선 압도적인 분량에 주눅이 들게 마련이며  당최 읽고 읽어도 쉽사리 파악이 되지 않는 이야기의 플롯으로 인해 머리속이 멍해지고 만다 주인공  더보기,"['프란츠', '카프카', '의', '마지막', '작품', '성', '을', '읽었다', '아니', '읽었다', '라기보다는', '훑었다라는', '표현', '이', '더', '적절하리라', '이', '책', '은', '우선', '압도', '적', '인', '분량', '에', '주눅', '이', '들게', '마련', '이며', '당', '최', '읽고', '읽어도', '쉽사리', '파악', '이', '되지', '않는', '이야기', '의', '플롯', '으로', '인해', '머리', '속이', '멍해지고', '만다', '주인공', '더', '보기']",프란츠 카프카 의 마지막 작품 성 을 읽었다 아니 읽었다 라기보다는 훑었다라는 표현 이 더 적절하리라 이 책 은 우선 압도 적 인 분량 에 주눅 이 들게 마련 이며 당 최 읽고 읽어도 쉽사리 파악 이 되지 않는 이야기 의 플롯 으로 인해 머리 속이 멍해지고 만다 주인공 더 보기
18009,이케다 다이사쿠 명언 100선,책이 많이 팔려서 구입하기 위해 서점에 갔다. 헉 ... 과연 이런 걸 명언집이라고 팔수 있을까 한번 개략적으로 읽어보고서 책을 내려놓았다. 너무 지엽적이고 상투적이다. 소위 명언집 그러면 한줄의 통찰같은 것이 몇 개는 있는데 이건 완전히 ... 백번이렇게 쓰는 것보다 오프라인에서 먼저 보시고 후회없는 선택들 하시길 바랍니다.,2,0,책이 많이 팔려서 구입하기 위해 서점에 갔다  헉   과연 이런 걸 명언집이라고 팔수 있을까 한번 개략적으로 읽어보고서 책을 내려놓았다  너무 지엽적이고 상투적이다  소위 명언집 그러면 한줄의 통찰같은 것이 몇 개는 있는데 이건 완전히   백번이렇게 쓰는 것보다 오프라인에서 먼저 보시고 후회없는 선택들 하시길 바랍니다 ,"['책', '이', '많이', '팔려서', '구입', '하기', '위해', '서점', '에', '갔다', '헉', '과연', '이런', '걸', '명언', '집', '이라고', '팔수', '있을까', '한번', '개략', '적', '으로', '읽어', '보고서', '책', '을', '내려놓았다', '너무', '지', '엽', '적', '이고', '상투', '적', '이다', '소위', '명언', '집', '그러면', '한', '줄', '의', '통찰', '같은', '것', '이', '몇', '개는', '있는데', '이건', '완전히', '백', '번', '이렇게', '쓰는', '것', '보다', '오프라인', '에서', '먼저', '보시', '고', '후회', '없는', '선택', '들', '하시길', '바랍니다']",책 이 많이 팔려서 구입 하기 위해 서점 에 갔다 헉 과연 이런 걸 명언 집 이라고 팔수 있을까 한번 개략 적 으로 읽어 보고서 책 을 내려놓았다 너무 지 엽 적 이고 상투 적 이다 소위 명언 집 그러면 한 줄 의 통찰 같은 것 이 몇 개는 있는데 이건 완전히 백 번 이렇게 쓰는 것 보다 오프라인 에서 먼저 보시 고 후회 없는 선택 들 하시길 바랍니다
